address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),review_count,sentiment_score,popularity_score,food_mentions,ambiance_mentions,authenticity_mentions,service_mentions,value_mentions,food_score,ambiance_score,authenticity_score,service_score,value_for_money_score
"29, Castle Street, Ashok Nagar, Bridge Road, Brigade Road, Bangalore",Sandhya Veg,1,0,3.5,58,080 49653013,Brigade Road,Quick Bites,[],"['South Indian', 'Chinese']",150.0,Delivery,1,0.30055,0.29930098199501853,1,0,0,1,0,0.30055,0.5,0.5,0.30055,0.5
"Opposite Kala Mandir, 11th Main, 4th Block, Jayanagar, Bangalore",Krispy Kreme,1,0,4.0,254,080 41718398,Jayanagar,Dessert Parlor,"['Coffee', 'Chocolate Donut', 'Chocolate Dreamcake', 'Cookie Crunch', 'Double Chocolate Cake', 'Hot Chocolate']","['Desserts', 'Beverages']",300.0,Delivery,2,0.8591,0.4648479679218191,1,0,2,1,0,0.6591,0.5,0.72475,0.7202,0.5
"77, Near Ayyappa Temple, Hosur Main Road, Madiwala, BTM, Bangalore",Krishna Sagar,1,0,3.9,52,+91 9844610631,BTM,Quick Bites,['Masala Dosa'],"['South Indian', 'North Indian', 'Chinese']",300.0,Delivery,2,0.965,0.3247350645218066,3,0,1,0,0,0.9253750000000001,0.5,0.95495,0.5,0.5
"935, Sri Arcade, 1st Floor, 16th Main Road, Near Udupi Garden Signal, BTM, Bangalore",Alankrutha,1,0,3.8,261,080 71967536,BTM,Casual Dining,"['Chicken Biryani', 'Hyderabadi Biryani', 'Dum Biryani']","['Andhra', 'Biryani', 'North Indian', 'Chinese']",500.0,Delivery,1,0.9685,0.443763759990696,4,1,1,1,0,0.8148500000000001,0.7997000000000001,0.7202,0.7997000000000001,0.5
"116, 31st Main, 2nd Stage, Behind Bus Stand, BTM, Bangalore",Andhra Bhojanam,1,0,3.3,24,+91 8546822220,BTM,"Takeaway, Delivery",[],"['Andhra', 'Biryani', 'North Indian']",600.0,Delivery,1,0.84095,0.2227718454537782,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"9, Near Jayadeva Signal, Oppoite SBI ATM, 100 Feet Ring Road, 2nd Stage, BTM, Bangalore",Indian Food,1,0,2.9,343,080 49652766,BTM,"Takeaway, Delivery",[],"['North Indian', 'Biryani', 'Chinese', 'Momos']",450.0,Delivery,68,0.5105536764705882,0.3552226903044993,83,0,0,2,0,0.4713627906976744,0.5,0.5,0.86985,0.5
"11/135, Chikkalakshmaiah Layout, Hosur Road, Between Christ College and Forum Mall, BTM, Bangalore",New Punjabi Hotel,1,0,3.7,181,+91 8971800413,BTM,Quick Bites,"['Tandoori Chicken', 'Butter Chicken', 'Tandoori Roti', 'Bhindi Masala', 'Paratha', 'Dal Makhani']","['North Indian', 'Chinese']",400.0,Delivery,2,0.6502749999999999,0.40381431424225667,3,0,0,0,0,0.6153500000000001,0.5,0.5,0.5,0.5
"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",Aasife & Brothers Biriyani Centre,1,0,3.9,132,080 49652512,HSR,Casual Dining,"['Biryani', 'Fried Rice', 'Fish', 'Chicken Lollipop']","['Biryani', 'North Indian', 'South Indian', 'Chinese']",600.0,Delivery,6,0.9463166666666667,0.3999876770437382,8,4,3,12,1,0.799235,0.8509249999999999,0.8900666666666666,0.7813458333333333,0.67
"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",New Gongura Grand,1,0,3.9,373,"+91 8904133998
+91 8904233998",HSR,Casual Dining,"['Andhra Thali', 'Chicken Lollipop', 'Mutton Biryani', 'Chicken Boneless Biryani', 'Andhra Meal', 'Hyderabadi Biryani', 'Raita']","['Andhra', 'Biryani', 'North Indian', 'Chinese']",550.0,Delivery,4,0.95925,0.4845521766423231,13,1,3,2,1,0.6857057291666666,0.74695,0.8106,0.741,0.5
"16th Main, BTM, Bangalore",C. K. Mega Hot Food,1,0,4.0,103,080 45128753,BTM,Casual Dining,"['Chicken Lollipop', 'Garlic Butter Noodle']","['Chinese', 'Momos']",600.0,Delivery,5,0.7175499999999999,0.38961071858543644,7,0,2,2,2,0.5802,0.5,0.7005,0.46799999999999997,0.46799999999999997
"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",Chicken County Grand,1,0,3.9,327,"080 26533377
080 26533378",Bannerghatta Road,Casual Dining,"['Chicken Grill', 'Fish', 'Shawarma', 'Rolls', 'Tandoori Chicken', 'Biryani', 'Hyderabadi Chicken']","['North Indian', 'Chinese']",650.0,Delivery,4,0.739475,0.4738177163933698,5,0,1,1,1,0.65715,0.5,0.94945,0.4925,0.67
"749, 7th Cross 14th Main, 2nd Stage, BTM, Bangalore",Aramane Donne Biriyani,1,0,3.9,192,"+91 7411877401
+91 7829588445",BTM,Quick Bites,"['Egg Biryani', 'Donne Biryani']","['Biryani', 'Fast Food']",300.0,Delivery,10,0.6803,0.4304419108879388,10,0,1,1,1,0.7121857142857143,0.5,0.82865,0.30625,0.67
"202, 1st Main, 8th Cross, Lakshmi Layout, BTM Second Stage, N S Palya, Bannerghatta Road, Banglore",Biryani Nights,1,0,3.5,20,+91 8310973635,Bannerghatta Road,Quick Bites,[],"['South Indian', 'North Indian', 'Chinese']",400.0,Delivery,10,0.82,0.2234752146000299,14,0,1,4,2,0.8378055555555555,0.5,0.95655,0.41633333333333333,0.93255
"39, 3rd A Cross, 25th Main, BTM Layout, 2nd Stage, Roopa Nagar, Rashtrakavi Kuvempu Nagar, Bangalore",Biriyani Bhatti,1,0,3.7,23,"+91 7406333022
+91 7406333044",BTM,Quick Bites,[],"['Chinese', 'Hyderabadi', 'North Indian']",400.0,Delivery,8,0.9415125,0.24660683686550278,9,0,1,0,0,0.773,0.5,0.78135,0.5,0.5
"117, Neelasandra Bazar Street, Rose Garden Bus Stop",Indian Chicken Biryani Point,1,0,3.3,9,"+91 9845866723
+91 8892868707",Richmond Road,Quick Bites,[],"['Biryani', 'South Indian']",300.0,Delivery,3,0.4124,0.15935722854473466,1,0,0,0,0,0.23720000000000002,0.5,0.5,0.5,0.5
"16, 1st Floor, CitiBank ATM Building, 100 Feet Road, 20th Main, 2nd Stage, BTM, Bangalore",Gyani Da Punjabi Dhaba,1,0,3.9,1190,"+91 9686407198
+91 9535167751",BTM,Quick Bites,"['Lassi', 'Paratha', 'Paneer Parantha', 'Butter Chicken', 'Punjabi Chicken', 'Shahi Paneer', 'Chicken Kolhapuri']","['North Indian', 'Chinese']",500.0,Delivery,0,0.5,0.5792903687504207,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"30th Cross, 8th Main, Near Jain Temple, 4th Block, Jayanagar, Bangalore",Namma Brahmin's Idli,1,0,3.7,38,+91 8310555879,Jayanagar,Quick Bites,[],['South Indian'],100.0,Delivery,5,0.80281,0.2842806942369797,5,2,0,1,0,0.6284958333333334,0.5,0.5,0.60115,0.5
"1170, 5th Main Road, Sector 7, HSR Layout, HSR, Banglore",Asha Tiffins,1,0,4.3,287,+91 7619682498,HSR,Quick Bites,"['Vada', 'Masala Dosa', 'Kharabath', 'Filter Coffee', 'Kesari Bath', 'Idli Sambar']",['South Indian'],150.0,Delivery,68,0.73765,0.510686204314582,111,34,11,32,32,0.6714469576719577,0.45640882352941176,0.569625,0.6958,0.8166731481481482
"9th Main Road, Sector 6, HSR, Bangalore",Sri Udupi Park,1,0,4.0,65,+91 9632765444,HSR,Casual Dining,['Tea'],"['South Indian', 'North Indian', 'Chinese', 'Beverages']",300.0,Delivery,8,0.9446625,0.3514636106464624,15,3,2,7,2,0.7619114583333333,0.7958166666666666,0.811675,0.6732916666666666,0.624875
"78, Ground Floor, Beside BDA Complex, Sector 6, HSR, Bangalore",Howrah Bridge,1,0,3.2,294,"080 41201717
+91 9986507665",HSR,Casual Dining,"['Rasgulla', 'Egg Devils', 'Mutton Kosha', 'Luchi', 'Chicken Biryani', 'Aalo Bhaja', 'Mughlai Paratha']","['Bengali', 'Seafood']",600.0,Delivery,4,0.45915,0.38165720384489643,6,2,1,2,2,0.51571,0.6101,0.5,0.556575,0.22385
"38, 11th Main Road, KEB Colony, 1st Stage, BTM Layout, Opposite Water Tank, Bengaluru",Chicken Corner,1,0,3.7,26,080 49653529,BTM,Quick Bites,[],"['Biryani', 'North Indian', 'Fast Food', 'Chinese']",400.0,Delivery,2,0.9054249999999999,0.2557464246164306,7,1,2,2,0,0.7388666666666667,0.6591,0.756775,0.7838,0.5
"503, 6th Cross Road, Koramangala 6th Block, Bangalore",Podi Idly,1,0,4.3,656,080 41330399,Koramangala 6th Block,Quick Bites,"['Podi Idli', 'Masala Dosa', 'Pongal', 'Coffee', 'Mini Idlis', 'Appam', 'Raagi Dosa']",['South Indian'],250.0,Delivery,24,0.8026291666666667,0.585059835365961,32,2,11,15,7,0.623445,0.60115,0.7086277777777777,0.5739625,0.7367285714285714
"19 D Cross, 7th Main, BTM, Bangalore",Amontron,1,0,3.9,468,+91 9742326196,BTM,Casual Dining,"['Katla Kalia', 'Basanti Pulao', 'Biryani', 'Fish Curry', 'Aloo Posto', 'Mutton Kosha', 'Fish Fry']",['Bengali'],650.0,Delivery,8,0.8288,0.503065374120679,13,4,1,4,7,0.6398296875,0.580975,0.6806,0.5632916666666666,0.6758166666666666
"Hi Street Mall, 11th Main Road, Opposite Vijaya P.U Collage, 4th Block, Jayanagar, Bangalore",Keventers,1,0,3.9,212,"080 26647722
080 49510641",Jayanagar,"Beverage Shop, Dessert Parlor","['Thick Shakes', 'Chocolate Hazelnut Shake', 'Mango Shake', 'Choco Hazelnut', 'Milk Shake', 'Chocolate Oreo', 'Strawberry Milkshake']","['Desserts', 'Beverages', 'Ice Cream']",400.0,Delivery,1,0.9319500000000001,0.43850668798664666,0,0,2,0,0,0.5,0.5,0.54005,0.5,0.5
"199, Second floor, C Cross, Koramangala 7th Block, Bangalore",Warm Oven,1,0,3.9,28,"+91 8880233233
+91 8197170008",Koramangala 7th Block,Bakery,[],"['Bakery', 'Desserts']",500.0,Delivery,5,0.92012,0.27541527233355473,5,0,2,1,0,0.7613166666666666,0.5,0.7913749999999999,0.5,0.5
"15/A, 4th Main, Behind Ayyappa Swamy Temple, Madiwala, BTM, Bangalore",Afghani Tandoori Hub,1,0,3.7,14,+91 9380152313,BTM,Quick Bites,[],"['Arabian', 'Afghan']",400.0,Delivery,2,0.804225,0.21013605489926165,5,0,2,2,0,0.564715,0.5,0.7131000000000001,0.65285,0.5
"Koramangala 1st Block, Bangalore",The Paratha Stories,1,0,3.3,38,+91 9035955192,Koramangala 1st Block,Delivery,[],['North Indian'],400.0,Delivery,1,0.64025,0.2535476462113602,1,0,0,0,1,0.64025,0.5,0.5,0.5,0.64025
"122, Near Jyothi Nivas College, 1st Cross, KHB Colony, Koramangala 5th Block, Bengaluru",Noodle Panda,1,0,4.3,342,+91 8043029207,Koramangala 5th Block,Casual Dining,"['Noodles', 'Momos', 'Ramen Soup', 'Bubble Tea', 'Noodle', 'Onion Rings', 'Veg Dim Sums']","['Chinese', 'Indonesian', 'Japanese', 'Malaysian', 'Thai', 'Vietnamese', 'Momos']",800.0,Delivery,173,0.9399153179190751,0.5264469731569225,310,173,34,226,36,0.7614528205128206,0.7261170731707317,0.8109560344827587,0.7603602699530516,0.8437555555555556
"8th Main, 13th Cross, Wilson Garden, Bangalore",Sahana's (Nati Style),1,0,3.7,48,"+91 8088999991
080 22244699",Wilson Garden,Quick Bites,[],['North Indian'],350.0,Delivery,3,0.763,0.30199283731482374,8,0,2,0,1,0.7069055555555556,0.5,0.9040125,0.5,0.9534
"6th C Main, 4th Block, Jayanagar, Bangalore",Kedia's Fun Food,1,0,4.3,635,+91 8867769557,Jayanagar,Quick Bites,"['Paratha', 'Vada Pav', 'Chaat', 'Pav Bhaji', 'Panipuri', 'Masala Poori', 'Dhokla']","['North Indian', 'Street Food', 'Juices']",200.0,Delivery,35,0.8900699999999999,0.5821302945645793,54,24,8,30,20,0.666942524509804,0.506309375,0.5015000000000001,0.6338611111111111,0.8219772727272727
"Vega City Mall, 3rd Floor, Bannerghatta Road, Bangalore",Galito's,1,0,4.6,415,+91 8067922374,Bannerghatta Road,Casual Dining,"['Chicken Grill', 'Burgers', 'Garlic Bread', 'Mocktails', 'Fries', 'Salads', 'Pudding']","['African', 'Burger']",1000.0,Delivery,46,0.9537467391304348,0.5817905122896697,142,16,11,65,32,0.7256160542929293,0.8431910714285715,0.4903795454545455,0.7888907894736842,0.7112928571428572
"67/7, 1st Floor, Roopena Agrahara, Opposite Mahindra Showroom, Hosur Road, Bangalore",Sardarji Ka Dhaba,1,0,4.0,760,"+91 9513530530
+91 9513530530",Hosur Road,Quick Bites,"['Lassi', 'Punjabi Chicken', 'Paratha', 'Kadhai Murgh', 'Butter Naan', 'Lemon Chicken', 'Roti']",['North Indian'],250.0,Delivery,7,0.7253857142857143,0.5565690585142788,12,1,2,0,2,0.6540925,0.7202,0.45875,0.5,0.53975
"18, 4th Cross, 4th Link Road, Maruthi Nagar, Madiwala, 1st Stage, BTM, Bangalore",Hyderabadi Biryani Hub,1,0,3.6,221,"+91 7259015811
+91 8722620990",BTM,Casual Dining,"['Biryani', 'Raita']","['Biryani', 'North Indian', 'Chinese']",600.0,Delivery,4,0.8691375,0.4078999714867073,7,0,0,1,1,0.65429375,0.5,0.5,0.5,0.7374
"Money Chambers Double Road, Shanti Nagar, Bangalore",Red Onion,1,1,4.3,560,+91 8867253669,Shanti Nagar,Casual Dining,"['Fish', 'Dumplings', 'Biryani', 'Paneer Tikka Masala', 'Manchow Soup', 'Chicken Wings', 'Chop Suey']","['Chinese', 'North Indian', 'Biryani', 'Kebab']",1200.0,Delivery,6,0.9599166666666668,0.5708147098943633,9,7,3,10,0,0.655285,0.7350083333333334,0.6827166666666666,0.7026249999999999,0.5
"240, 7th cross, 1st Main, Mico Layout, Opposite Sate Bank of India, 2nd Stage, BTM Bangalore",PHEW (Play Hard Eat Wild),1,1,3.9,487,+91 9365075799,BTM,Cafe,"['Noodles', 'Shawarma', 'Brownie', 'Chicken Nachos', 'Veg Platter', 'Manchurian', 'Onion Rings']","['Continental', 'Lebanese', 'Middle Eastern', 'North Indian', 'Chinese', 'BBQ', 'Cafe']",700.0,Delivery,5,0.76205,0.5063135196352774,6,1,3,2,1,0.44375000000000003,0.2706,0.5240666666666667,0.601075,0.9520500000000001
"143, Munireddy Kalyana Mantapa Road, Koramangala 5th Block, Bangalore",Thalassery Restaurant,1,0,3.6,383,"+91 9747616175
+91 9562362711",Koramangala 5th Block,Casual Dining,"['Tea', 'Fish', 'Thalassery Biryani', 'Garlic Naan', 'Chicken Curry', 'Ghee Rice', 'Sea Food']","['Kerala', 'Biryani', 'South Indian', 'North Indian', 'Chinese', 'Seafood', 'Juices']",600.0,Delivery,8,0.66483125,0.44927112169836064,15,2,5,6,3,0.5745517857142858,0.5,0.6613375,0.459575,0.7789666666666666
"20/A, 3rd Floor, 1st Cross Road, KHB Colony, Koramangala 5th Block, Bangalore",Little Lucknow,1,1,4.0,238,+91 7259259888,Koramangala 5th Block,Casual Dining,"['Shami Kebab', 'Kadhai Murgh', 'Butter Chicken', 'Chicken Biryani', 'Mughlai Paratha', 'Paneer Lababdar', 'Mughlai Chicken']","['Mughlai', 'North Indian']",800.0,Delivery,12,0.8010541666666666,0.459411997420254,26,8,6,12,2,0.5941863636363636,0.6351107142857143,0.596885,0.5281678571428572,0.61315
"1253, 25th A Main, 41 Cross, 9th Block, Jayanagar, Bangalore",Rajanna Military Hotel,1,0,4.1,173,+91 9686373527,Jayanagar,Quick Bites,"['Biryani', 'Chicken Curry', 'Paratha', 'Paya Soup', 'Mutton Keema', 'Chicken Guntur', 'Pepper Chicken']","['Biryani', 'Fast Food']",400.0,Delivery,9,0.833911111111111,0.44360474132110456,16,3,3,5,2,0.7722277777777777,0.71745,0.71745,0.81023125,0.799575
"125/A, KHB Colony, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",Hyderabad Biryaani House,1,0,4.1,1118,"080 65754353
+91 7204344343",Koramangala 5th Block,Casual Dining,"['Hyderabadi Biryani', 'Mutton Biryani', 'Tandoori Chicken', 'Mutton Fry', 'Chicken Biryani', 'Lassi', 'Crispy Babycorn']","['Biryani', 'North Indian', 'Chinese', 'Hyderabadi']",750.0,Delivery,51,0.8684803921568629,0.6036356857154975,100,13,13,25,6,0.698236649659864,0.6920461538461539,0.5462653846153847,0.6403928571428572,0.9152333333333333
"01, 100 Feet Ring Road, 1st Phase, BTM 2nd stage, Bangalore",Juice Shop,1,0,3.5,24,080 43334321,BTM,"Takeaway, Delivery",[],"['Juices', 'Beverages', 'Ice Cream']",150.0,Delivery,16,0.38363437499999997,0.2362731694206739,7,0,0,0,2,0.5409833333333334,0.5,0.5,0.5,0.12724999999999997
"9A Main Road, 3rd Block, Jayanagar, Bangalore",Upahara Darshini,1,0,3.9,340,+91 9980919186,Jayanagar,Quick Bites,"['Rava Dosa', 'Roti', 'Masala Dosa', 'Kulcha', 'Sandwiches', 'Vada Pav', 'Idli']","['South Indian', 'North Indian', 'Chinese']",400.0,Delivery,7,0.8860357142857143,0.47699684904274586,19,2,3,7,4,0.7692444444444444,0.55505,0.7405083333333333,0.6951666666666667,0.6396333333333334
"16th Main, 2nd Stage, BTM, Bangalore",Pathaan Sir,1,0,3.9,184,080 42244044,BTM,Quick Bites,"['Rolls', 'Momos', 'Paratha', 'Chicken Tikka Roll', 'Mutton Keema', 'Egg Roll']","['Rolls', 'Chinese']",300.0,Delivery,7,0.8408857142857142,0.4269793311411492,8,0,0,0,3,0.73080625,0.5,0.5,0.5,0.523775
"15, 20th Cross, Maruthi Nagar Main Road, 1st Stage",Hotel Godavari,1,0,3.9,227,+91 9035798370,BTM,Casual Dining,[],"['Andhra', 'Chinese', 'North Indian', 'Biryani']",500.0,Delivery,3,0.9182333333333332,0.4440728645446899,6,2,2,1,1,0.8009583333333334,0.92955,0.85015,0.7463500000000001,0.61315
"273, 12th Cross, Opposite BTS Bus Stop, Wilson Garden, Bangalore",Karavali Kolimane,1,0,3.7,28,"+91 9035621740
+91 9448017516",Wilson Garden,Quick Bites,[],"['Mangalorean', 'Chinese', 'North Indian']",350.0,Delivery,8,0.74966875,0.2612914122138853,18,3,0,6,9,0.6418479910714285,0.22354999999999997,0.5,0.7336166666666667,0.702875
"505, 6th Cross Rd, Koramangala 6th Block, Bangalore",Sri Krishna Sagar,1,0,3.9,44,+91 7406806298,Koramangala 6th Block,Quick Bites,[],['South Indian'],300.0,Delivery,4,0.9265,0.3113516124617514,8,3,2,2,1,0.7455833333333334,0.762675,0.585,0.766325,0.5
"L139, 15th Cross, 5th Main, Sector 6, HSR Layout, HSR, Bangalore",Biryani Palace,1,0,3.9,463,"+91 8105719991
+91 9742859940",HSR,Quick Bites,"['Tandoori Chicken', 'Chicken Boneless Biryani', 'Hyderabadi Biryani', 'Lemon Chicken', 'Mutton Biryani', 'Raita']","['Biryani', 'Hyderabadi', 'Chinese']",600.0,Delivery,3,0.9028166666666666,0.5021887180179155,6,1,0,0,0,0.7329833333333333,0.648,0.5,0.5,0.5
"25th Main, 2nd Stage, BTM, Bangalore",Veruthe Oru Thattukada,1,0,3.7,27,"+91 9620033223
+91 9820133223",BTM,Quick Bites,[],"['Kerala', 'South Indian']",400.0,Delivery,1,0.9372,0.25856843776409577,4,0,1,0,0,0.66345,0.5,0.8110999999999999,0.5,0.5
"418/9, 1st Cross, Green Leaf Layout, 80ft Road, 4th Block, Koramangala, Bangalore",Mealer.in,1,0,4.2,701,080 43709452,Koramangala 4th Block,Delivery,"['Kheer', 'Sandwich', 'Roti', 'Salad', 'Rajma', 'Gulab Jamun', 'Chole']","['North Indian', 'Biryani']",450.0,Delivery,8,0.886575,0.5772892283365828,17,0,2,1,1,0.722955,0.5,0.842475,0.7202,0.87895
"86, 1st Cross, I Block, Ward 68, Koramangala 1st Block, Bangalore",UBQ by Barbeque Nation,1,0,3.5,6,+91 9071399811,Koramangala 1st Block,Delivery,[],"['North Indian', 'BBQ', 'Biryani', 'Kebab']",450.0,Delivery,4,0.7382124999999999,0.14283445008133555,5,0,2,0,0,0.73065,0.5,0.91745,0.5,0.5
"2nd Floor, MMR Plaza, Above DCB Bank, Sarjapur Main Road, Koramangala 1st Block, Bangalore",The Burger Place,1,0,3.8,28,+91 9108974600,Koramangala 1st Block,Quick Bites,[],"['Burger', 'Continental', 'Fast Food']",400.0,Delivery,4,0.8557875,0.26835334227372004,9,1,0,0,1,0.6648499999999999,0.386,0.5,0.5,0.67
"Opposite Shilton Hotel, Near Sony World Signal, 100ft Inner Ring Road, Muniyappa Layout, 4th Cross, Koramangala 4th Block, Bangalore",KF's Biryani's and Kababs,1,0,3.4,17,"+91 9620866906
+91 9867379021",Koramangala 4th Block,Quick Bites,[],"['Biryani', 'Kebab']",400.0,Delivery,12,0.6315875,0.20609846710232577,14,0,1,1,0,0.6208239583333334,0.5,0.6374,0.5,0.5
"15, 1st Main, 1st Block, Jakkasandra, Koramangala, Koramangala 1st Block, Bangalore",Mani's Dum Biryani,1,0,3.9,375,"080 43006111
+91 9606441692",Koramangala 1st Block,Casual Dining,"['Vegetable Biryani', 'Chicken Biryani', 'Raita', 'Chicken Kebab', 'Hyderabadi Biryani', 'Fish Biryani', 'Paneer Biryani']",['Biryani'],750.0,Delivery,2,0.934475,0.4849883975769891,3,1,0,2,0,0.7112375,0.5,0.5,0.7531875,0.5
"69/16, 1st Sage, Near Tavarekere Bus Stop, BTM, Bangalore",Crunchy Nights,1,0,3.7,30,"+91 9844311113
+91 7829311113",BTM,Delivery,[],"['North Indian', 'Chinese', 'Continental']",400.0,Delivery,15,0.8475566666666666,0.26646645007959996,27,0,2,4,1,0.7090244047619048,0.5,0.956075,0.9410000000000001,0.81245
"G 6, Ground Floor, Money Centre, 80 Feet Road, 7th Block, Koramangala 7th Block, Bangalore",Mad Over Donuts,1,0,4.2,704,"+91 8033166397
+91 8067266398",Koramangala 7th Block,Dessert Parlor,"['Donut', 'Latte', 'Coffee', 'Choco Bomb', 'Hot Chocolate', 'Waffles', 'Cappuccino']","['Bakery', 'Desserts', 'Beverages']",450.0,Delivery,13,0.89125,0.5776648487973037,13,7,4,2,3,0.71375625,0.6709,0.6013125,0.715475,0.62825
"17, Janaki Plaza, Koramangala 6th Block, Bangalore",Grow Fit,1,0,4.0,457,080 39658868,Koramangala 6th Block,Delivery,"['Pizza', 'Brownie', 'Chicken Biryani']","['Healthy Food', 'North Indian', 'Thai']",500.0,Delivery,7,0.7412857142857143,0.5139735128546148,20,0,1,0,1,0.6462242857142857,0.5,0.3409,0.5,0.79295
"770, 80 feet road, Koramangala 4th Block, Bangalore",Rang De Basanthi,1,0,3.7,434,"080 60500444
080 60500333",Koramangala 4th Block,Quick Bites,"['Bhindi Fry', 'Aloo Fry', 'Sweet Lassi', 'Paratha', 'Tawa Roti', 'Palak Paneer', 'Butter Chicken']","['North Indian', 'South Indian', 'Chinese']",400.0,Delivery,6,0.6579916666666666,0.4714274671131469,11,1,1,0,5,0.6227941666666666,0.5,0.9200999999999999,0.5,0.7413666666666666
"125, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore",Dosa Plaza,1,0,3.8,141,080 71967784,Koramangala 5th Block,Quick Bites,['Masala Dosa'],"['South Indian', 'North Indian', 'Chinese', 'Beverages']",200.0,Delivery,8,0.75076875,0.39494978219456767,9,4,3,7,1,0.5482763888888889,0.6929833333333334,0.7643375,0.658675,0.3634
"1, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",Dabba Gosht,1,0,3.6,7,080 43334321,BTM,"Takeaway, Delivery",[],"['Arabian', 'Middle Eastern']",400.0,Delivery,5,0.46928000000000003,0.15699700085840354,11,0,1,2,3,0.5126766666666667,0.5,0.5,0.585,0.55505
"11, 1st Main, 1st Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",Lucknowi Dabba,1,0,3.7,21,+91 9986165406,Koramangala 1st Block,Delivery,[],"['Mughlai', 'Chinese', 'North Indian']",300.0,Delivery,1,0.8712500000000001,0.2398550316425009,3,0,1,0,0,0.619175,0.5,0.5,0.5,0.5
"Near McDonald's, 4th Block, Jayanagar, Bangalore",SL Vadapav,1,0,4.0,82,080 49652791,Jayanagar,Quick Bites,"['Dabeli', 'Samosa', 'Tawa Pulav', 'Cheese Vada Pav']",['Maharashtrian'],100.0,Delivery,2,0.8383,0.3706896559538999,6,1,0,0,1,0.7279875,0.75115,0.5,0.5,0.6591
"688, Opposite IWWA Party Hall, 7th Main, BTM, Bangalore",The Shawarma Shop,1,0,4.1,382,+91 9343665007,BTM,Quick Bites,"['Rumali Roti', 'Rumali Shawarma', 'Burgers', 'Shawarma Burger']",['Arabian'],250.0,Delivery,3,0.6979333333333333,0.5114456755573225,3,2,1,1,0,0.6972583333333333,0.562225,0.29925,0.20029999999999998,0.5
"8th Cross Road, Venkatapura, Teachers Colony, 1st Block, Koramangala 1st Block, Bangalore",New Mangalore Lunch Home,1,0,3.8,37,+91 7022136720,Koramangala 1st Block,Quick Bites,[],"['Mangalorean', 'Chinese', 'North Indian']",300.0,Delivery,47,0.64055,0.2898938653023315,45,0,5,3,3,0.6659233333333333,0.5,0.62449,0.4630916666666667,0.5225
"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",Grazers,1,1,3.9,298,080 26650668,Jayanagar,Cafe,"['Burgers', 'Panneer Butter Masala', 'Pasta', 'Hot Dog', 'Fries', 'Cheesy Pizza', 'Potato Wedges']","['Cafe', 'Burger', 'Continental', 'Italian', 'Desserts']",650.0,Delivery,9,0.8140722222222222,0.4662462992429639,19,3,2,4,3,0.7264878571428571,0.8021750000000001,0.89775,0.58658125,0.9131666666666667
